product_id,product_name,category,sub_category,cost_price,selling_price
P1427,Sunscreen 428,Beauty,Basic,1876.52,3819.18
P1428,Backpack 429,Fashion,Basic,345.48,633.38
P1429,Bluetooth Speaker 430,Electronics,Basic,1971.08,3642.88
P1430,Fitness Tracker 431,Fitness,Basic,1268.23,1727.93
P1431,Resistance Bands 432,Fitness,Premium,3900.65,8051.84
P1432,Bluetooth Speaker 433,Electronics,Premium,3649.43,7184.85
P1433,Table Lamp 434,Home & Kitchen,Standard,399.94,731.06
P1434,Laptop Stand 435,Electronics,Premium,1618.47,2483.2
P1435,Jacket 436,Fashion,Standard,1109.5,1531.84
P1436,T-Shirt 437,Fashion,Premium,686.88,907.51
P1437,Protein Shaker 438,Fitness,Basic,2889.52,6155.88
P1438,Fitness Tracker 439,Fitness,Standard,1614.22,2108.2
P1439,Coffee Maker 440,Home & Kitchen,Premium,1001.46,1949.84
P1440,Laptop Stand 441,Electronics,Basic,1491.83,2779.02
P1441,Jacket 442,Fashion,Premium,941.65,1842.6
P1442,Coffee Maker 443,Home & Kitchen,Premium,2672.42,3800.81
P1443,Dumbbell Set 444,Fitness,Standard,3738.1,6439.47
P1444,Mixer 445,Home & Kitchen,Premium,996.47,1760.44
P1445,Sneakers 446,Fashion,Premium,1749.0,3702.88
P1446,Resistance Bands 447,Fitness,Standard,1342.95,2801.81
P1447,Power Bank 448,Electronics,Standard,3008.18,5655.05
P1448,T-Shirt 449,Fashion,Premium,857.76,1103.2
P1449,Protein Shaker 450,Fitness,Premium,3478.08,6158.09
P1450,Wireless Headphones 451,Electronics,Standard,3866.37,6636.21
P1451,Mixer 452,Home & Kitchen,Basic,2426.83,5332.01
P1452,Water Bottle 453,Home & Kitchen,Premium,2906.18,4533.73
P1453,Sunscreen 454,Beauty,Basic,3337.01,4990.48
P1454,Perfume 455,Beauty,Basic,2171.54,3122.56
P1455,Perfume 456,Beauty,Standard,3979.53,8494.4
P1456,Coffee Maker 457,Home & Kitchen,Basic,3514.37,5627.01
P1457,Hoodie 458,Fashion,Standard,2954.83,4316.36
P1458,Storage Box 459,Home & Kitchen,Standard,1651.5,3310.49
P1459,Bluetooth Speaker 460,Electronics,Basic,367.17,458.78
P1460,T-Shirt 461,Fashion,Premium,2695.15,5321.84
P1461,Laptop Stand 462,Electronics,Basic,1626.64,3049.42
P1462,Water Bottle 463,Home & Kitchen,Premium,3626.47,4714.36
P1463,Yoga Mat 464,Fitness,Basic,3347.49,5964.36
P1464,Skin Serum 465,Beauty,Standard,1776.07,2223.13
P1465,Sneakers 466,Fashion,Standard,1628.69,3247.43
P1466,T-Shirt 467,Fashion,Standard,2236.56,3078.2
P1467,Smart Watch 468,Electronics,Basic,1044.05,2137.82
P1468,Laptop Stand 469,Electronics,Basic,1816.69,2353.5
P1469,Storage Box 470,Home & Kitchen,Standard,3897.33,5664.62
P1470,T-Shirt 471,Fashion,Standard,3216.48,3900.95
P1471,Mixer 472,Home & Kitchen,Basic,1137.53,1748.52
P1472,Power Bank 473,Electronics,Premium,3458.79,6737.54
P1473,Hair Dryer 474,Beauty,Basic,1335.88,2655.04
P1474,Skin Serum 475,Beauty,Basic,3268.73,5596.13
P1475,Table Lamp 476,Home & Kitchen,Basic,2105.37,3599.18
P1476,Face Wash 477,Beauty,Basic,794.48,1599.07
P1477,Perfume 478,Beauty,Premium,2901.23,5945.74
P1478,Hair Dryer 479,Beauty,Basic,3290.35,6532.78
P1479,Hoodie 480,Fashion,Standard,3154.45,6764.56
P1480,Perfume 481,Beauty,Basic,2480.83,5030.97
P1481,Sunscreen 482,Beauty,Standard,3235.16,4756.44
P1482,Backpack 483,Fashion,Standard,2328.05,4492.42
P1483,Perfume 484,Beauty,Basic,548.35,948.96
P1484,Hoodie 485,Fashion,Standard,160.93,231.79
P1485,Power Bank 486,Electronics,Standard,2022.53,3047.81
P1486,Hoodie 487,Fashion,Standard,3118.7,5730.31
P1487,Bluetooth Speaker 488,Electronics,Premium,1180.03,1436.19
P1488,Hoodie 489,Fashion,Standard,1130.65,1943.67
P1489,Wireless Headphones 490,Electronics,Premium,3084.59,5562.65
P1490,Face Wash 491,Beauty,Basic,364.9,608.11
P1491,Sneakers 492,Fashion,Standard,3844.13,8088.23
P1492,Perfume 493,Beauty,Basic,3008.22,4463.64
P1493,Resistance Bands 494,Fitness,Basic,235.34,389.81
P1494,Yoga Mat 495,Fitness,Basic,1591.59,2985.58
P1495,Perfume 496,Beauty,Standard,421.77,895.58
P1496,T-Shirt 497,Fashion,Basic,2983.06,6476.22
P1497,Wireless Headphones 498,Electronics,Premium,3481.46,5675.57
P1498,Water Bottle 499,Home & Kitchen,Standard,2700.61,5524.45
P1499,Resistance Bands 500,Fitness,Basic,934.92,1130.91
